"発電所コード","エリア","発電所名","ユニット名","発電方式・燃種","対象日","00:30[kWh]","01:00[kWh]","01:30[kWh]","02:00[kWh]","02:30[kWh]","03:00[kWh]","03:30[kWh]","04:00[kWh]","04:30[kWh]","05:00[kWh]","05:30[kWh]","06:00[kWh]","06:30[kWh]","07:00[kWh]","07:30[kWh]","08:00[kWh]","08:30[kWh]","09:00[kWh]","09:30[kWh]","10:00[kWh]","10:30[kWh]","11:00[kWh]","11:30[kWh]","12:00[kWh]","12:30[kWh]","13:00[kWh]","13:30[kWh]","14:00[kWh]","14:30[kWh]","15:00[kWh]","15:30[kWh]","16:00[kWh]","16:30[kWh]","17:00[kWh]","17:30[kWh]","18:00[kWh]","18:30[kWh]","19:00[kWh]","19:30[kWh]","20:00[kWh]","20:30[kWh]","21:00[kWh]","21:30[kWh]","22:00[kWh]","22:30[kWh]","23:00[kWh]","23:30[kWh]","24:00[kWh]","日量[kWh]","更新日時"
"43002","中部","馬瀬川第一発電所","２号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"46107","中部","名古屋発電所","1号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"46114","中部","名古屋第二発電所","1号機","火力（石炭）","2025/11/25","51000","50000","51000","50000","51000","50000","51000","50000","51000","50000","51000","50000","51000","50000","50000","51000","51000","50000","51000","50000","50000","51000","51000","50000","51000","50000","51000","51000","51000","50000","51000","50000","51000","50000","51000","50000","51000","50000","51000","50000","51000","50000","51000","50000","50000","51000","51000","50000","2425000","2025/11/26 15:30:06"
"46210","中部","武豊火力発電所","５号機","火力（石炭）","2025/11/25","506000","503000","506000","505000","504000","505000","504000","505000","504000","505000","506000","503000","506000","505000","504000","505000","504000","505000","504000","505000","504000","505000","506000","503000","506000","505000","504000","505000","504000","503000","507000","504000","506000","503000","506000","505000","504000","503000","506000","505000","504000","505000","504000","505000","506000","503000","506000","503000","24224000","2025/11/26 15:30:06"
"47001","中部","碧南火力発電所","１号機","火力（石炭）","2025/11/25","94000","94000","94000","94000","94000","94000","94000","94000","94000","94000","93000","94000","94000","94000","94000","94000","94000","94000","94000","94000","94000","94000","93000","94000","94000","94000","94000","94000","94000","94000","94000","93000","94000","94000","94000","94000","94000","94000","94000","94000","94000","93000","96000","92000","94000","94000","94000","94000","4508000","2025/11/26 15:30:06"
"47192","中部","碧南火力発電所","２号機","火力（石炭）","2025/11/25","338000","338000","338000","337000","338000","338000","337000","338000","338000","338000","337000","338000","338000","337000","338000","338000","337000","338000","338000","337000","338000","338000","338000","337000","338000","338000","337000","338000","338000","337000","338000","338000","337000","336000","340000","336000","338000","337000","338000","337000","340000","336000","338000","337000","338000","337000","340000","336000","16208000","2025/11/26 15:30:06"
"47193","中部","碧南火力発電所","３号機","火力（石炭）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"47194","中部","碧南火力発電所","４号機","火力（石炭）","2025/11/25","388000","389000","388000","389000","388000","389000","388000","387000","388000","389000","388000","389000","390000","388000","388000","389000","388000","387000","388000","389000","388000","389000","390000","387000","388000","389000","388000","389000","388000","389000","390000","388000","387000","387000","390000","387000","390000","387000","390000","387000","390000","387000","390000","387000","390000","387000","390000","388000","18644000","2025/11/26 15:30:06"
"47195","中部","碧南火力発電所","５号機","火力（石炭）","2025/11/25","476000","477000","476000","477000","476000","476000","476000","477000","476000","476000","477000","476000","476000","476000","477000","476000","477000","476000","476000","476000","476000","477000","476000","477000","476000","476000","477000","476000","476000","476000","477000","476000","476000","474000","477000","476000","477000","475000","479000","474000","477000","475000","479000","474000","473000","473000","477000","476000","22854000","2025/11/26 15:30:06"
"42289","中部","四日市火力発電所","４-１号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"42289","中部","四日市火力発電所","４-２号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"42289","中部","四日市火力発電所","４-３号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"42289","中部","四日市火力発電所","４-４号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"42289","中部","四日市火力発電所","４-５号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"42291","中部","川越火力発電所","３-１号機","火力（ガス）","2025/11/25","106000","101000","102000","109000","112000","114000","107000","101000","100000","102000","92000","86000","94000","99000","108000","100000","112000","118000","120000","118000","116000","119000","121000","120000","118000","114000","120000","121000","120000","120000","114000","117000","120000","119000","111000","112000","120000","119000","118000","119000","118000","115000","118000","111000","108000","112000","111000","103000","5355000","2025/11/26 15:30:06"
"42292","中部","川越火力発電所","３-２号機","火力（ガス）","2025/11/25","109000","105000","104000","111000","114000","116000","109000","104000","103000","105000","96000","89000","97000","103000","111000","103000","114000","119000","121000","119000","118000","120000","121000","121000","119000","116000","120000","120000","120000","120000","115000","117000","121000","120000","112000","114000","120000","120000","119000","119000","118000","116000","119000","114000","112000","115000","115000","106000","5439000","2025/11/26 15:30:06"
"42293","中部","川越火力発電所","３-３号機","火力（ガス）","2025/11/25","105000","100000","102000","108000","113000","113000","107000","100000","99000","101000","90000","83000","92000","98000","107000","98000","110000","117000","117000","116000","115000","117000","117000","118000","115000","113000","117000","118000","118000","118000","111000","114000","117000","117000","110000","110000","118000","117000","116000","117000","115000","113000","115000","110000","106000","109000","108000","101000","5266000","2025/11/26 15:30:06"
"42294","中部","川越火力発電所","３-４号機","火力（ガス）","2025/11/25","114000","109000","110000","116000","118000","119000","115000","108000","108000","110000","98000","90000","101000","107000","114000","107000","115000","120000","120000","121000","120000","119000","121000","120000","120000","118000","121000","120000","120000","121000","115000","117000","121000","120000","113000","113000","120000","120000","118000","119000","119000","116000","119000","118000","114000","117000","116000","110000","5525000","2025/11/26 15:30:06"
"42295","中部","川越火力発電所","３-５号機","火力（ガス）","2025/11/25","109000","103000","105000","111000","115000","117000","109000","103000","103000","105000","94000","86000","97000","101000","110000","102000","113000","119000","121000","118000","118000","120000","120000","120000","119000","116000","120000","121000","120000","120000","115000","117000","120000","120000","113000","114000","120000","119000","118000","119000","119000","116000","119000","113000","110000","113000","113000","105000","5418000","2025/11/26 15:30:06"
"42296","中部","川越火力発電所","３-６号機","火力（ガス）","2025/11/25","109000","106000","106000","111000","113000","113000","110000","105000","104000","106000","95000","88000","98000","103000","111000","104000","110000","114000","113000","114000","113000","113000","113000","113000","113000","111000","113000","114000","113000","113000","109000","110000","113000","113000","107000","90000","106000","113000","112000","112000","112000","109000","111000","111000","110000","111000","113000","105000","5229000","2025/11/26 15:30:06"
"42297","中部","川越火力発電所","３-７号機","火力（ガス）","2025/11/25","108000","101000","103000","110000","114000","115000","108000","102000","100000","103000","92000","84000","94000","99000","108000","99000","112000","118000","117000","117000","116000","117000","117000","118000","116000","113000","118000","118000","117000","118000","112000","115000","118000","117000","110000","112000","117000","117000","116000","117000","116000","114000","116000","111000","108000","111000","109000","103000","5311000","2025/11/26 15:30:06"
"42298","中部","川越火力発電所","４-１号機","火力（ガス）","2025/11/25","97000","91000","93000","100000","105000","108000","99000","90000","90000","93000","82000","73000","84000","90000","96000","89000","105000","111000","114000","111000","107000","114000","113000","114000","110000","97000","108000","113000","106000","109000","95000","111000","113000","108000","105000","72000","80000","109000","103000","78000","110000","111000","113000","102000","96000","99000","97000","92000","4806000","2025/11/26 15:30:06"
"42299","中部","川越火力発電所","４-２号機","火力（ガス）","2025/11/25","102000","96000","98000","107000","112000","114000","106000","95000","96000","97000","85000","75000","88000","95000","101000","91000","107000","115000","116000","115000","113000","114000","116000","115000","112000","102000","113000","112000","108000","112000","100000","112000","114000","111000","107000","75000","80000","110000","104000","78000","112000","111000","115000","107000","100000","103000","98000","95000","4960000","2025/11/26 15:30:06"
"42300","中部","川越火力発電所","４-３号機","火力（ガス）","2025/11/25","103000","95000","99000","109000","113000","115000","107000","96000","96000","97000","84000","72000","87000","95000","101000","89000","108000","115000","115000","115000","115000","113000","116000","115000","111000","102000","112000","113000","107000","112000","101000","112000","113000","111000","107000","74000","81000","109000","104000","79000","111000","111000","113000","108000","99000","100000","95000","94000","4949000","2025/11/26 15:30:06"
"42301","中部","川越火力発電所","４-４号機","火力（ガス）","2025/11/25","99000","93000","96000","105000","111000","112000","105000","92000","93000","95000","82000","70000","84000","92000","98000","88000","106000","114000","114000","114000","112000","114000","115000","115000","111000","99000","110000","113000","107000","110000","98000","111000","113000","110000","106000","74000","79000","109000","104000","77000","111000","110000","113000","106000","95000","98000","93000","92000","4868000","2025/11/26 15:30:06"
"42302","中部","川越火力発電所","４-５号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"42303","中部","川越火力発電所","４-６号機","火力（ガス）","2025/11/25","106000","101000","102000","109000","113000","115000","108000","100000","100000","102000","90000","82000","93000","99000","106000","97000","110000","116000","116000","116000","115000","116000","117000","115000","113000","106000","113000","115000","108000","112000","101000","112000","115000","110000","108000","75000","81000","110000","105000","78000","112000","111000","114000","111000","106000","109000","108000","101000","5078000","2025/11/26 15:30:06"
"42304","中部","川越火力発電所","４-７号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"42001","中部","川越火力発電所","１号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","2000","33000","48000","74000","120000","167000","166000","167000","168000","166000","166000","287000","334000","323000","303000","326000","334000","333000","298000","320000","280000","331000","331000","328000","331000","323000","265000","257000","297000","304000","137000","94000","21000","0","0","0","0","0","7434000","2025/11/26 15:30:06"
"42290","中部","川越火力発電所","２号機","火力（ガス）","2025/11/25","143000","111000","92000","35000","31000","32000","31000","32000","30000","31000","31000","32000","40000","70000","99000","100000","227000","335000","338000","336000","338000","336000","334000","327000","303000","328000","334000","333000","301000","320000","277000","333000","331000","330000","331000","323000","270000","257000","300000","305000","336000","336000","329000","332000","333000","336000","334000","164000","10987000","2025/11/26 15:30:06"
"45001","中部","新名古屋火力発電所","７-１号機","火力（ガス）","2025/11/25","112000","106000","107000","113000","116000","117000","112000","106000","105000","108000","97000","89000","100000","104000","113000","105000","113000","119000","119000","120000","119000","119000","120000","119000","120000","119000","119000","120000","119000","119000","120000","119000","119000","119000","116000","117000","119000","119000","118000","118000","116000","114000","116000","115000","112000","116000","117000","107000","5471000","2025/11/26 15:30:06"
"45135","中部","新名古屋火力発電所","７-２号機","火力（ガス）","2025/11/25","111000","106000","107000","113000","117000","117000","113000","104000","105000","107000","96000","88000","98000","104000","113000","104000","112000","119000","119000","120000","119000","119000","120000","119000","119000","119000","120000","119000","119000","119000","120000","119000","119000","119000","116000","117000","119000","119000","118000","118000","117000","113000","116000","115000","111000","115000","115000","107000","5458000","2025/11/26 15:30:06"
"45136","中部","新名古屋火力発電所","７-３号機","火力（ガス）","2025/11/25","111000","106000","108000","113000","116000","118000","113000","105000","105000","107000","96000","87000","99000","104000","112000","104000","113000","119000","120000","119000","119000","120000","119000","120000","119000","119000","120000","119000","120000","119000","119000","120000","119000","120000","115000","118000","119000","119000","117000","118000","117000","113000","117000","114000","112000","115000","114000","107000","5462000","2025/11/26 15:30:06"
"45137","中部","新名古屋火力発電所","７-４号機","火力（ガス）","2025/11/25","112000","105000","108000","114000","117000","119000","113000","105000","106000","107000","96000","86000","97000","104000","113000","103000","114000","119000","119000","119000","120000","119000","120000","119000","120000","119000","120000","119000","119000","120000","119000","119000","120000","119000","116000","118000","119000","119000","117000","119000","116000","114000","117000","115000","111000","114000","113000","107000","5463000","2025/11/26 15:30:06"
"45138","中部","新名古屋火力発電所","７-５号機","火力（ガス）","2025/11/25","115000","108000","111000","116000","118000","118000","115000","108000","108000","109000","99000","88000","100000","107000","115000","105000","115000","119000","119000","119000","119000","119000","120000","119000","119000","119000","120000","119000","119000","119000","119000","120000","119000","119000","116000","117000","119000","119000","117000","119000","117000","114000","116000","117000","112000","116000","115000","109000","5504000","2025/11/26 15:30:06"
"45139","中部","新名古屋火力発電所","７-６号機","火力（ガス）","2025/11/25","111000","107000","107000","112000","114000","116000","111000","105000","105000","108000","97000","92000","100000","104000","113000","106000","113000","118000","119000","120000","119000","119000","119000","119000","120000","119000","119000","119000","119000","120000","119000","119000","119000","119000","116000","117000","119000","118000","118000","118000","116000","114000","116000","114000","113000","116000","117000","108000","5466000","2025/11/26 15:30:06"
"45140","中部","新名古屋火力発電所","８-１号機","火力（ガス）","2025/11/25","177000","172000","176000","177000","179000","182000","179000","172000","174000","173000","162000","146000","165000","171000","175000","168000","175000","181000","189000","188000","190000","188000","190000","188000","190000","189000","190000","188000","190000","187000","189000","188000","188000","188000","190000","185000","189000","189000","190000","189000","184000","173000","179000","180000","189000","187000","177000","173000","8698000","2025/11/26 15:30:06"
"45141","中部","新名古屋火力発電所","８-２号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"45142","中部","新名古屋火力発電所","８-３号機","火力（ガス）","2025/11/25","181000","177000","183000","182000","183000","183000","179000","178000","177000","176000","173000","159000","175000","175000","177000","172000","175000","181000","188000","188000","189000","187000","190000","187000","189000","189000","189000","187000","189000","187000","188000","187000","187000","188000","189000","184000","189000","188000","189000","188000","186000","173000","180000","181000","190000","187000","186000","179000","8784000","2025/11/26 15:30:06"
"45143","中部","新名古屋火力発電所","８-４号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"44001","中部","知多火力発電所","５号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"44125","中部","知多火力発電所","６号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"44002","中部","知多第二火力発電所","１号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"44126","中部","知多第二火力発電所","２号機","火力（ガス）","2025/11/25","0","0","0","2000","8000","34000","57000","87000","126000","127000","158000","167000","166000","172000","244000","362000","404000","406000","409000","407000","409000","407000","405000","399000","384000","402000","392000","373000","349000","393000","366000","395000","407000","404000","405000","352000","272000","208000","199000","161000","161000","244000","254000","246000","149000","125000","56000","0","11653000","2025/11/26 15:30:06"
"4B193","中部","西名古屋火力発電所","７-１号機","火力（ガス）","2025/11/25","578000","578000","578000","576000","578000","576000","575000","575000","575000","576000","575000","558000","566000","568000","573000","568000","565000","575000","577000","577000","577000","575000","576000","575000","578000","575000","576000","574000","577000","577000","578000","576000","578000","574000","576000","574000","576000","575000","577000","574000","569000","561000","569000","574000","574000","555000","571000","572000","27530000","2025/11/26 15:30:06"
"48193","中部","西名古屋火力発電所","７-２号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"47002","中部","渥美火力発電所","３号機","火力（石油）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"47191","中部","渥美火力発電所","４号機","火力（石油）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"42136","中部","四日市霞発電所","単独","その他","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"4M061","中部","田原バイオマス発電所","１号機","その他","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"53204","北陸","北陸電力 志賀原子力発電所","1号機","原子力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"53102","北陸","北陸電力 志賀原子力発電所","2号機","原子力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"60C10","北陸","下小鳥発電所","単独","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10426","37981","48147","49314","48744","49082","10409","0","0","0","0","0","0","0","0","0","254103","2025/11/26 15:30:06"
"52306","北陸","北陸電力 有峰第一発電所","単独","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"52307","北陸","北陸電力 有峰第二発電所","単独","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"52271","北陸","電源開発 手取川第一",,"水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"51271","北陸","電源開発 長野発電所（北陸）","1号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","900","25500","24400","0","0","0","0","0","0","0","0","0","0","0","0","50800","2025/11/26 15:30:06"
"51271","北陸","電源開発長野発電所（北陸）","2号機","水力","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24250","25220","0","0","0","0","0","0","0","0","0","0","0","0","49470","2025/11/26 15:30:06"
"60A06","北陸","音沢発電所","単独","水力","2025/11/25","42448","42404","42332","42289","42226","42180","42121","42082","42061","38418","32422","31735","31735","31731","31739","31730","31741","31733","31739","31744","31738","27727","25302","25329","25325","25362","25365","25387","25385","25400","25419","25433","25441","25443","25451","25049","25021","25012","25023","25000","24987","24950","24927","24892","24845","24781","24769","24735","1450108","2025/11/26 15:30:06"
"53202","北陸","北陸電力 七尾大田火力発電所","1号機","火力（石炭）","2025/11/25","184300","176200","201700","207300","173900","209400","218700","228200","229200","221700","231100","185000","177100","179900","187400","205400","209300","217900","206700","211400","225300","235700","236700","232900","234000","221700","236900","236800","231100","213100","225200","235900","233200","225500","236800","236000","236900","236800","236800","236000","236900","236900","212400","204900","235100","231300","235000","227500","10525100","2025/11/26 15:30:06"
"53203","北陸","北陸電力 七尾大田火力発電所","2号機","火力（石炭）","2025/11/25","47700","95200","134300","191500","313200","328100","328000","326100","327100","327200","327100","288600","267300","274800","293700","313600","310900","321400","310400","294200","297600","325000","326900","327000","328200","318700","327200","327100","327100","315800","322100","327100","327400","320500","327200","328200","327200","327100","328000","327300","327200","327300","309500","307700","327400","323600","325400","326400","14477600","2025/11/26 15:30:06"
"52315","北陸","北陸電力 富山新港火力発電所","石炭1号機","火力（石炭）","2025/11/25","93600","92600","93300","92600","93200","92500","92500","93300","94000","93100","93400","93700","93700","93600","93500","93400","93500","93800","93900","94000","93800","94400","94700","93500","93900","93800","94200","94200","94400","93700","93900","93500","93900","93700","94700","93800","93700","94300","94400","93300","93200","94600","93600","93200","94000","93300","93400","93000","4495300","2025/11/26 15:30:06"
"52316","北陸","北陸電力 富山新港火力発電所","石炭2号機","火力（石炭）","2025/11/25","93600","91700","92400","91700","92300","92500","92500","93300","93100","94000","93400","94700","94700","93600","94400","94300","94500","93800","94800","95000","94700","95400","95600","94400","94900","93800","95100","95100","94400","94600","94800","95400","94800","94600","94700","94800","95600","94400","95300","95200","94100","94600","94500","93200","94900","93300","93500","94000","4520000","2025/11/26 15:30:06"
"51502","北陸","北陸電力 敦賀火力発電所","1号機","火力（石炭）","2025/11/25","225800","227700","227600","229800","168100","186200","222300","233600","236500","237400","235400","200400","202900","202900","210200","228300","236800","235700","235700","235800","235800","235900","236900","236100","235300","237100","236200","236200","236400","236100","236000","236100","235900","235800","235900","235800","235900","235900","236100","236200","236100","236900","235400","236300","236500","237400","236400","234400","11030100","2025/11/26 15:30:06"
"51503","北陸","北陸電力 敦賀火力発電所","2号機","火力（石炭）","2025/11/25","330700","330700","330500","331000","330400","330800","331100","331900","331000","331100","330800","330800","330300","330300","330000","330200","330200","330000","330000","330100","329200","330300","330400","330500","330700","330600","330600","330700","331000","331500","329500","331500","329300","331100","330300","330100","330200","330200","330600","330700","331500","330400","330900","330800","330200","332000","330900","330900","15868500","2025/11/26 15:30:06"
"52314","北陸","北陸電力 富山新港火力発電所","2号機","火力（ガス）","2025/11/25","117800","79600","64900","65000","64800","69400","69400","94800","89000","89000","114200","114600","115700","114400","114300","114100","117700","135100","137500","145700","138500","184000","202800","180600","129600","122600","165200","166400","150800","124700","142000","187500","227200","206100","230400","223700","208500","177000","172500","179200","164000","129200","115500","113900","167200","119700","161700","121600","6639100","2025/11/26 15:30:06"
"52361","北陸","北陸電力 富山新港火力発電所","LNG1号機","火力（ガス）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"52313","北陸","北陸電力 富山新港火力発電所","1号機","火力（石油）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"52312","北陸","北陸電力 富山火力発電所","4号機","火力（石油）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"51302","北陸","北陸電力 福井火力発電所","三国1号機","火力（石油）","2025/11/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025/11/26 15:30:06"
"63B53","関西","大飯発電所","３号機","原子力","2025/11/25","584085","584009","584053","584025","584037","583865","583805","583817","583526","583534","583606","583722","583634","583626","583534","583654","583610","583582","583582","583646","583646","583646","583678","583738","583790","583646","583750","583825","583786","583845","583710","583805","583865","583833","583861","583817","583758","583873","583905","583770","583686","583833","583985","583837","583849","583941","583809","583925","28021364","2025/11/26 15:30:06"
"63B54","関西","大飯発電所","４号機","原子力","2025/11/25","584206","584218","584250","584054","584162","583962","583926","583786","583622","583698","583698","583714","583714","583714","583438","583390","583454","583514","583450","583430","583498","583602","583510","583494","583678","583654","583614","583646","583806","583898","583670","583746","583822","583718","583742","583766","583710","583770","583782","583810","583806","583950","583906","583958","583970","583934","583770","584010","28020640","2025/11/26 15:30:06"
"63A31","関西","敦賀発電所2号機","単独","原子力","2025/11/25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025/11/26 15:30:06"
"63A53","関西","美浜発電所","３号機","原子力","2025/11/25","411655","411755","411786","411739","411728","411684","411799","411791","411715","411726","411694","411773","411736","411747","411660","411697","411736","411778","411739","411791","411839","411823","411720","411623","411831","411862","411873","411833","411852","411857","411783","411815","411883","411849","411865","411786","411728","411768","411712","411749","411765","411820","411799","411783","411752","411752","411831","411818","19765100","2025/11/26 15:30:06"
"63D51","関西","高浜発電所","１号機","原子力","2025/11/25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025/11/26 15:30:06"
"63D52","関西","高浜発電所","２号機","原子力","2025/11/25","409662","409577","409612","409672","409622","409583","409659","409656","409651","409633","409667","409664","409646","409677","409648","409614","409656","409730","409659","409680","409701","409767","409727","409722","409696","409733","409730","409751","409698","409741","409722","409659","409717","409706","409733","409764","409720","409743","409643","409704","409696","409720","409767","409698","409617","409656","409630","409759","19664888","2025/11/26 15:30:06"
"63D53","関西","高浜発電所","３号機","原子力","2025/11/25","444751","444722","444684","444616","444664","444629","444709","444664","444600","444533","444555","444696","444651","444696","444587","444639","444671","444735","444671","444684","444696","444661","444626","444651","444709","444732","444716","444738","444680","444735","444603","444645","444796","444815","444741","444712","444626","444748","444709","444780","444745","444735","444735","444741","444661","444767","444793","444735","21345188","2025/11/26 15:30:06"
